sno,Food_description,Energy_kc,Protein_per_wt,Total_fat_per_wt,Carbohydrate_per_wt,Fiber_per_wt,Calcium_per_wt,Copper_per_wt,Iron_per_wt,Magnesium_per_wt,Potassium_per_wt,Zinc_per_wt,Vitamin_A_(IU)_per_wt,Vitamin_D_per_wt,Thiamin_per_wt,Riboflavin_per_wt,Vit_B6_per_wt(Pyridoxine),Vitamin_B12_per_wt,"Folate_per_wt  ",Niacin_per_wt,Pantothenic_acid_per_wt,Vitamin_C_per_wt,Vitamin_E_per_wt,Vitamin_K_per_wt,Fa_sat_per_wt,Monounsaturated_per_wt,Fa_poly_per_wt,Total_Sugar
,,(Calories),gm_per_100_gm,gm_per_100_gm,gm_per_100_gm,gm_per_100_gm,mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,(IU)_per_100_gm,IU_per_100_gm,mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,(mcg)_per_100_gm,(mcg)_per_100_gm,mg_per_100_gm,Mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,(mcg)_per_100_gm,gm_per_100_gm,gm_per_100_gm,gm_per_100_gm,gm_per_100_gm
01121,"YOGURT,FRUIT,LOFAT,10 GRAMS PROT PER 8 OZ",101.877,4.37,1.08,19.05,0,151.9,0.08,0.07,14.57,194.5,0.74,46,0,0.037,0.178,0.04,0.467,9.3,0.095,0.489,0.66,0.029,0.7,0.697,0.297,0.022,0
01122,"YOGURT,FRUIT,LOFAT,11 GRAMS PROT PER 8 OZ",105.128,4.86,1.41,18.6,0,168.9,0.08,0.07,16.2,216.3,0.82,60,0,0.041,0.198,0.045,0.52,10.4,0.105,0.544,0.74,0,0,0.909,0.387,0.028,0
01123,"EGG,WHOLE,RAW,FRESH",149,12.49,10.02,1.22,0,49,0.014,1.44,10,121,1.1,635,52,0.062,0.508,0.139,1,47,0.073,1.255,0,1.05,0,3.1,3.809,1.148,0
01124,"EGG,WHITE,RAW,FRESH",50,10.52,0,1.03,0,6,0.006,0.03,11,143,0.01,0,0,0.006,0.452,0.004,0.2,3,0.092,0.119,0,0,0.01,0,0,0,0
01125,"EGG,YOLK,RAW,FRESH",358,16.76,30.87,1.78,0,137,0.025,3.53,9,94,3.11,1945,148,0.17,0.639,0.392,3.11,146,0.015,3.807,0,3.16,2,9.552,11.739,3.538,0
01126,"EGG,YOLK,RAW,FROZEN",303,15.5,25.6,1.15,0,138,0.024,3.34,9,118,2.88,1410,0,0.155,0.52,0.345,1.82,116,0.045,3.53,0,2.5,0,7.82,9.747,2.944,0
01127,"EGG,YOLK,RAW,FRZ,SUGARED",307,13.8,22.75,10.8,0,123,0.012,3.14,10,103,2.81,1315,0,0.135,0.53,0.284,1.77,139,0.023,3.2,0,0,0,6.97,8.614,2.599,0
01128,"EGG,WHOLE,COOKED,FRIED",199,13.54,15,1.36,0,55,0.015,1.56,11,132,1.19,857,0,0.057,0.523,0.143,0.92,38,0.077,1.224,0,1.64,0,4.167,5.97,2.499,0
01129,"EGG,WHL,CKD,HARD-BOILED",155,12.58,10.61,1.12,0,50,0.013,1.19,10,126,1.05,560,0,0.066,0.513,0.121,1.11,44,0.064,1.398,0,1.05,0,3.267,4.077,1.188,0
01130,"EGG,WHOLE,COOKED,OMELET",152,10.33,11.44,1.04,0,42,0.013,1.19,9,101,0.92,654,0,0.044,0.399,0.109,0.7,29,0.058,0.934,0,1.29,0,3.18,4.556,1.907,0
01131,"EGG,WHOLE,COOKED,POACHED",149,12.44,9.98,1.22,0,49,0.014,1.44,10,120,1.1,632,0,0.049,0.43,0.118,0.8,35,0.062,1.125,0,1.05,0,3.087,3.794,1.143,0
01132,"EGG,WHL,CKD,SCRMBLD",166,11.09,12.21,2.2,0,71,0.014,1.2,12,138,1,682,0,0.052,0.437,0.118,0.77,30,0.079,1.007,0.2,1.31,0,3.679,4.768,1.916,0
01133,"EGG,WHOLE,DRIED",594,47.35,40.95,4.95,0,231,0.196,6.79,42,493,5.28,900,188,0.195,1.54,0.388,3.95,171,0.305,5.905,0,4.38,0,12.727,15.337,4.614,0
01134,"EGG,WHL,DRIED,STABILIZED,GLUCOSE RED",615.208,48.17,43.95,2.38,0,222.3,0.27,8.28,48.7,514.8,5.71,2050,0,0.325,1.232,0.42,10.512,193.2,0.259,6.71,0,0,0,13.198,17.564,4.881,0
01135,"EGG,WHITE,DRIED,FLAKES,GLUCOSE RED",351.077,76.92,0.04,4.17,0,83.4,0.23,0.23,67.1,1041.6,0.15,0,0,0.035,2.162,0.023,0.493,89.3,0.675,1.829,0,0,0,0,0,0,0
01136,"EGG,WHITE,DRIED,PDR,GLUCOSE RED",376.074,82.4,0.04,4.47,0,89.4,0.17,0.24,71.84,1115.7,0.16,0,0,0.037,2.316,0.024,0.528,95.7,0.723,1.958,0,0,0,0,0,0,0
01137,"EGG,YOLK,DRIED",666,34.25,55.8,3.6,0,284,0.012,5.42,13,244,4.93,1315,0,0.29,1.88,0.66,5.33,244,0.095,7.765,0,6.42,0,17.154,21.129,6.423,0
01138,"EGG,DUCK,WHOLE,FRESH,RAW",185.393,12.81,13.77,1.45,0,63.7,0.062,3.85,16.5,222.3,1.41,1328,0,0.156,0.404,0.25,5.395,80,0.2,1.862,0,0.74,0,3.681,6.525,0.558,0
01139,"EGG,GOOSE,WHOLE,FRESH,RAW",185.137,13.87,13.27,1.35,0,60.2,0.062,3.64,15.6,210,1.33,1280,0,0.147,0.382,0.236,5.097,75.6,0.189,1.759,0,0.74,0,3.595,5.747,0.68,0
01140,"EGG,QUAIL,WHOLE,FRESH,RAW",158.439,13.05,11.09,0.41,0,64,0.062,3.65,12.53,132.4,1.47,300,0,0.13,0.79,0.15,1.577,66.3,0.15,1.761,0,0.74,0,3.557,4.324,0.94,0
01141,"EGG,TURKEY,WHL,FRSH,RAW",171.034,13.68,11.88,1.15,0,99,0.062,4.1,13.44,142.1,1.58,554,0,0.11,0.47,0.131,1.692,71.1,0.024,1.889,0,0,0,3.632,4.571,1.166,0
01142,"EGG SUBSTITUTE,FROZEN",159.821,11.29,11.11,3.2,0,72.8,0.022,1.98,14.96,213.3,0.98,1350,0,0.12,0.386,0.133,0.336,16.4,0.14,1.66,0.47,2.112,0,1.93,2.435,6.177,0
01143,"EGG SUBSTITUTE,LIQUID",84.057,12,3.31,0.64,0,53,0.023,2.1,8.72,330,1.3,2160,0,0.11,0.3,0.003,0.298,14.9,0.11,2.7,0,0.486,0,0.659,0.896,1.406,0
01144,"EGG SUBSTITUTE,POWDER",443.606,55.5,13,21.8,0,326,0.207,3.16,64.9,744,1.82,1228,0,0.226,1.76,0.143,3.523,125,0.577,3.384,0.75,1.638,0,3.766,5.341,1.413,0
01145,"BUTTER,WITHOUT SALT",717,0.85,81.11,0.06,0,23.5,0.016,0.16,2,26,0.05,3058,0,0.005,0.034,0.003,0.13,2.8,0.042,0.11,0,1.58,0,50.489,23.43,1.83,0
01146,"CHEESE,PARMESAN,SHREDDED",415,37.86,27.34,3.41,0,1253,0.037,0.87,50.8,97,3.19,639,0,0.041,0.352,0.105,1.4,8,0.287,0.527,0,0,0,17.37,8.734,0.29,0
01147,"CHEESE,PAST PROCESS,AMERICAN,WO_per_DI NA PO4",375.459,22.15,31.25,1.6,0,615.5,0.03,0.39,22.25,162,2.99,1209.6,0,0.027,0.353,0.071,0.696,7.8,0.069,0.482,0,0,0,19.694,8.951,0.607,0
01148,"CHEESE,PAST PROCESS,SWISS,WO_per_DI NA PO4",333.562,24.73,25.01,2.1,0,771.9,0.027,0.61,29.12,215.5,3.61,808,0,0.014,0.276,0.036,1.226,5.9,0.038,0.26,0,0,0,16.045,7.046,0.342,0
01149,"CHEESE FD,PAST PROCESS,AMERICAN,W_per_DI NA PO4",328.181,19.61,24.6,7.29,0,574.2,0.03,0.84,30.55,279,2.99,913,0,0.029,0.442,0.141,1.118,7.3,0.14,0.558,0,0,0,15.443,7.206,0.464,0
01150,"CHEESE SPRD,PAST PROCESS,AMERICAN,W_per_DI NA PO4",290.467,16.41,21.23,8.73,0,561.9,0.033,0.33,28.52,241.9,2.59,788,0,0.048,0.431,0.117,0.4,7,0.131,0.686,0,0,0,13.327,6.219,0.4,0
01151,"MILK,NONFAT,FLUID,WO_per_ VIT A (FAT FREE OR SKIM)",35,3.41,0.18,4.85,0,123,0.011,0.04,11,166,0.4,7,0,0.036,0.14,0.04,0.378,5,0.088,0.329,0.98,0.04,0,0.117,0.047,0.005,0
01152,"MILK,RED FAT,FLUID,2% MILKFAT,W_per_ NONFAT MILK SOL,WO_per_ VIT A",55.517,3.95,1.98,5.49,0,143.1,0.011,0.06,14.51,181.7,0.41,75,0,0.045,0.194,0.046,0.386,5.4,0.101,0.339,1.12,0,0,1.232,0.065,0.045,0
01153,"MILK,CND,EVAP,W_per_ VIT A",134.386,6.81,7.56,10.04,0,260.8,0.016,0.19,24.19,303.1,0.77,397,0,0.047,0.316,0.05,0.163,7.9,0.194,0.638,1.88,0,0,4.591,2.335,0.167,0
01154,"MILK,DRY,NONFAT,REG,W_per_ VIT A",362.334,36.16,0.77,51.98,0,1256.9,0.041,0.32,110,1794.1,4.08,2198,0,0.415,1.55,0.361,4.033,50,0.951,3.568,6.76,0.021,0,0.499,0.2,0.019,0
01155,"MILK,DRY,NONFAT,INST,WO_per_ VIT A",358,35.1,0.72,52.19,0,1231,0.041,0.31,117,1705,4.41,27,0,0.413,1.744,0.345,3.993,50,0.891,3.23,5.58,0.019,0,0.47,0.19,0.018,0
01156,"CHEESE,GOAT,HARD TYPE",452,30.52,35.59,2.17,0,895,0.627,1.88,54,48,1.59,1591,0,0.14,1.19,0.08,0.12,4,2.4,0.41,0,0.772,0,24.609,8.117,0.845,0
01157,"CHEESE,GOAT,SEMISOFT TYPE",364,21.58,29.84,2.54,0,298,0.564,1.62,29,158,0.66,1334,0,0.072,0.676,0.06,0.22,2,1.148,0.19,0,0.648,0,20.639,6.808,0.709,0
01159,"CHEESE,GOAT,SOFT TYPE",268,18.52,21.08,0.89,0,140,0.732,1.9,16,26,0.92,942,0,0.07,0.38,0.25,0.19,12,0.43,0.68,0,0.457,0,14.575,4.807,0.501,0
01160,"EGG,YOLK,RAW,FRZ,SALTED",274,14,23,1.6,0,114,0.109,3.75,10,117,2.84,1190,0,0.13,0.43,0.261,2.52,107,0.04,3.23,0,0,0,7.028,8.849,2.513,0
01161,"CHEESE SUB,MOZZARELLA",248,11.47,12.22,23.67,0,610,0.11,0.4,41,455,1.92,1456,0,0.026,0.444,0.051,0.81,11,0.317,0.083,0.1,1.976,0,3.711,6.243,1.664,0
01163,"CHEESE FONDUE",229,14.23,13.47,3.77,0,476,0.026,0.39,23,105,1.96,414,0,0.027,0.196,0.055,0.83,8,0.19,0.233,0,0,0,8.721,3.563,0.311,0
01164,"CHEESE SAU,PREP FROM RECIPE",197,10.33,14.92,5.48,0.1,311,0.019,0.35,19,142,1.26,606,0,0.044,0.243,0.045,0.35,10,0.204,0.233,0.6,0,0,8.034,4.735,1.213,0
01165,"CHEESE,MEXICAN,QUESO ANEJO",373,21.44,29.98,4.63,0,680,0.008,0.47,28,87,2.94,221,0,0.02,0.209,0.047,1.38,1,0.032,0.252,0,0.1,0,19.033,8.528,0.552,0
01166,"CHEESE,MEXICAN,QUESO ASADERO",356,22.6,28.26,2.87,0,661,0.026,0.51,26,86,3.02,223,0,0.021,0.223,0.053,1,8,0.181,0.231,0,0.1,0,17.939,8.038,0.52,0
01167,"CHEESE,MEXICAN,QUESO CHIHUAHUA",374,21.56,29.68,5.56,0,651,0.024,0.47,23,52,3.5,227,0,0.018,0.225,0.055,1.03,2,0.15,0.279,0,0.2,0,18.843,8.443,0.547,0
01168,"CHEESE,LOFAT,CHEDDAR OR COLBY",173,24.35,7,1.91,0,415,0.021,0.42,16,66,1.82,233,0,0.012,0.221,0.045,0.49,11,0.051,0.183,0,0.079,0,4.342,2.082,0.156,0
01169,"CHEESE,LOW-SODIUM,CHEDDAR OR COLBY",398,24.35,32.62,1.91,0,703,0.036,0.72,27,112,3.09,1047,0,0.021,0.375,0.076,0.83,18,0.086,0.311,0,0.355,0,20.768,9.189,0.595,0
01171,"EGG,WHOLE,RAW,FROZEN",148,11.95,10.2,1.05,0,59,0.053,1.85,11,130,1.38,525,0,0.06,0.46,0.162,1.07,73,0.075,1.48,0,1.07,0,3.147,3.886,1.098,0
01172,"EGG,WHITE,RAW,FROZEN",47,9.8,0,1.05,0,7,0.012,0.05,10,136,0.02,0,0,0.005,0.4,0.004,0.06,3,0.1,0.155,0,0,0,0,0,0,0
01173,"EGG,WHITE,DRIED",382,81.1,0,7.8,0,62,0.114,0.15,88,1125,0.1,0,0,0.005,2.53,0.036,0.18,18,0.865,0.775,0,0,0,0,0,0,0
01186,"CHEESE,CREAM,FAT FREE",96,14.41,1.36,5.8,0,185,0.05,0.18,14,163,0.88,930,0,0.05,0.172,0.05,0.55,37,0.16,0.194,0,0.03,0,0.899,0.333,0.045,0
01188,"KRAFT CHEEZ WHIZ PAST PROCESS CHS SAU",276,12,21,9.2,0.3,359,0,0.19,0,240,1.64,649,0,0,0.24,0,0,0,0,0,0.4,0,0,13.1,0,0,6.7
01189,"KRAFT CHEEZ WHIZ LT PAST PROCESS CHS PRODUCT",215,16.3,9.5,16.2,0.2,418,0,0.16,0,297,2.36,628,0,0,0.33,0,0,0,0,0,0.4,0,0,6.4,0,0,8.2
01190,"KRAFT FREE SINGLES AMERICAN NONFAT PAST PROCESS CHS PRODUCT",148,22.7,1,11.7,0.2,712,0,0.05,0,236,2.5,2166,0,0,0.28,0,0,0,0,0,0.2,0,0,0.7,0,0,6.7
01191,"KRAFT VELVEETA PAST PROCESS CHS SPRD",303,16.3,22,9.8,0,466,0,0.18,0,335,1.84,1107,0,0,0.35,0,0,0,0,0,0.2,0,0,14.4,0,0,8.1
01192,"KRAFT VELVEETA LT RED FAT PAST PROCESS CHS PRODUCT",222,19.6,10.6,11.8,0,574,0,0.14,0,345,2.49,982,0,0,0.65,0,0,0,0,0,0.1,0,0,7.1,0,0,8.5
01193,"KRAFT BREAKSTONE'S RED FAT SOUR CRM",152,4.5,12,6.5,0.1,161,0,0.06,0,210,0,1053,0,0,0,0,0,0,0,0,1.1,0,0,7.6,0,0,6.4
01194,"KRAFT BREAKSTONE'S FREE FAT FREE SOUR CRM",91,4.7,1.3,15.1,0,141,0,0.05,0,219,0,679,0,0,0,0,0,0,0,0,1.2,0,0,0.8,0,0,7.2
01195,"KRAFT BREYERS LOWFAT STRAWBY YOGURT (1% MILKFAT)",96,3.8,0.8,18.2,0.2,125,0,0.1,0,192,0,34,0,0,0.19,0,0.53,0,0,0,0,0,0,0.5,0,0,17.4
01196,"KRAFT BREYERS LT N' LVLY LOWFAT STR'BERY YOGURT (1% MILKFAT)",108,3.2,0.8,21.9,0.2,91,0,0.11,0,151,0,30,0,0,0.14,0,0.46,0,0,0,0,0,0,0.5,0,0,19.6
01197,"KRAFT BREYERS SMOTH&CRMY LOWFAT STR'BERY YOGURT (1% MILKFAT)",102,3.8,0.9,19.9,0.3,108,0,0.13,0,177,0,31,0,0,0.18,0,0.52,0,0,0,0,0,0,0.5,0,0,17.2
01198,"KRAFT BREYERS LT NONFAT STR'BERY YOGURT (W_per_ASPRT&FRUCT SW'T)",55,3.4,0.2,9.9,0,95,0,0.11,0,146,0,4,0,0,0.14,0,0.41,0,0,0,0.6,0,0,0.1,0,0,7.7
02001,"ALLSPICE,GROUND",262.635,6.09,8.685,72.119,21.6,660.571,0.553,7.057,134.717,1044,1.005,540,0,0.101,0.063,0.34,0,36,2.86,0,39.2,1.03,0,2.55,0.66,2.29,0
02002,"ANISE SEED",337.279,17.6,15.901,50.018,14.6,645.6,0.91,36.96,170,1441,5.3,311,0,0.34,0.29,0.34,0,10,3.06,0.797,21,1.03,0,0.586,9.78,3.15,0
02003,"BASIL,GROUND",251.214,14.367,3.976,60.957,40.5,2113.333,1.367,42,422,3432.857,5.82,9375,0,0.148,0.316,1.21,0,274,6.948,0,61.22,1.69,0,0.24,0.453,0.659,0
02004,"BAY LEAF,CRUMBLED",313.46,7.613,8.362,74.965,26.3,834.25,0.416,43,120,529.2,3.7,6185,0,0.009,0.421,1,0,180,2.005,0,46.53,1.786,0,2.28,1.64,1.24,0
02005,"CARAWAY SEED",333,19.77,14.59,49.9,38,689,0.91,16.23,258,1351,5.5,363,0,0.383,0.379,0.34,0,10,3.606,0,21,2.5,0,0.62,7.125,3.122,0
02006,"CARDAMOM,GROUND",311.344,10.761,6.699,68.474,28,383.171,0.383,13.974,228.7,1118.752,7.467,0,0,0.198,0.182,0,0,0,1.102,0,21,0,0,0.68,0.87,0.31,0
02007,"CELERY SEED",392.148,18.07,25.271,41.35,11.8,1766.667,1.37,44.9,440,1400,6.933,52,0,0.34,0.29,0.34,0,10,3.06,0,17.14,1.03,0,2.19,15.93,3.52,0
02008,"CHERVIL,DRIED",236.551,23.2,3.9,49.1,11.3,1346,0.44,31.95,130,4740,8.8,5850,0,0.38,0.68,1.225,0,274,5.4,0,50,1.69,0,0.169,1.399,1.8,0
02009,"CHILI POWDER",314,12.26,16.76,54.66,34.2,278,0.429,14.25,170,1916,2.703,34927,0,0.349,0.794,1.87,0,100,7.893,0,64.142,1.03,0,2.953,3.574,6.727,0
02010,"CINNAMON,GROUND",261.309,3.894,3.185,79.847,54.3,1228.476,0.233,38.069,55.562,499.9,1.967,260,0,0.077,0.14,0.25,0,29,1.3,0,28.455,0.01,0,0.65,0.48,0.53,0
02011,"CLOVES,GROUND",322.687,5.983,20.066,61.211,34.2,645.667,0.347,8.683,263.96,1101.667,1.094,530,0,0.115,0.267,1.29,0,93,1.458,0,80.81,1.69,0,5.438,1.471,2.586,0
02012,"CORIANDER LEAF,DRIED",278.948,21.925,4.778,52.1,10.4,1246,1.786,42.46,694,4466,4.72,5850,0,1.252,1.5,1.21,0,274,10.707,0,566.7,1.03,0,0.115,2.232,0.328,0
02013,"CORIANDER SEED",297.509,12.367,17.77,54.985,41.9,708.633,0.975,16.319,330.167,1267,4.7,0,0,0.239,0.29,0,0,0.032,2.13,0,21,0,0,0.99,13.58,1.75,0
02014,"CUMIN SEED",374.541,17.812,22.27,44.239,10.5,930.714,0.867,66.355,365.5,1787.5,4.8,1270,0,0.628,0.327,0.34,0,10,4.579,0,7.713,1.03,0,1.535,14.04,3.103,0
02015,"CURRY POWDER",325,12.66,13.81,58.15,33.2,478,0.815,29.59,254,1543,4.05,986,0,0.253,0.281,0.68,0,154,3.467,0,11.407,0.3,0,2.237,5.551,2.12,0
02016,"DILL SEED",304.981,15.977,14.535,55.166,21.1,1515.6,0.78,16.325,255.875,1186,5.2,53,0,0.418,0.284,0.34,0,10,2.807,0,21,1.03,0,0.73,9.41,0.96,0
02017,"DILL WEED,DRIED",253,19.96,4.36,55.82,13.6,1784.25,0.49,48.775,451.067,3307.5,3.3,5850,0,0.418,0.284,1.461,0,0,2.807,0,50,0,0,0.234,0,0,0
02018,"FENNEL SEED",344.877,15.802,14.868,52.293,39.8,1196.35,1.067,18.536,384.975,1693.833,3.7,135,0,0.408,0.353,0,0,0,6.05,0,21,0,0,0.48,9.91,1.69,0
02019,"FENUGREEK SEED",323.072,22.999,6.408,58.348,24.6,175.636,1.11,33.528,190.633,769.8,2.5,60,0,0.322,0.366,0,0,57,1.64,0,3,0,0,1.46,0,0,0
02020,"GARLIC POWDER",332.261,16.798,0.759,72.711,9.9,79.5,0.147,2.748,58.333,1101.25,2.625,0,0,0.466,0.152,2.7,0,2,0.692,0,18,0.01,0,0.135,0.017,0.348,0
02021,"GINGER,GROUND",346.974,9.122,5.949,70.787,12.5,116,0.48,11.517,184,1342.5,4.717,147,0,0.046,0.185,1.12,0,39,5.155,0,7,0.28,0,1.94,1,1.02,0
02022,"MACE,GROUND",475.39,6.71,32.382,50.502,20.2,252.333,2.467,13.9,163,462.833,2.3,800,0,0.312,0.448,0.3,0,76,1.35,0,21,2.5,0,9.51,11.17,4.31,0
02023,"MARJORAM,DRIED",271.462,12.664,7.036,60.557,40.3,1989.8,1.133,82.712,345.862,1522,3.6,8068,0,0.289,0.316,1.21,0,274,4.12,0,51.43,1.69,0,0.529,0.94,1.175,0
02024,"MUSTARD SEED,YELLOW",469.448,24.939,28.759,34.938,14.7,521.199,0.41,9.975,298.404,682.389,5.7,62,0,0.543,0.381,0.3,0,76,7.89,0,3,2.5,0,1.46,19.83,2.59,0
02025,"NUTMEG,GROUND",524.746,5.836,36.307,49.289,20.8,184.4,1.027,3.04,183.333,349.6,2.15,102,0,0.346,0.057,0.3,0,76,1.299,0,3,2.5,0,25.94,3.22,0.35,0
02026,"ONION POWDER",346.707,10.124,1.052,80.666,5.7,363,0.177,2.558,121.5,943.333,2.325,0,0,0.418,0.056,1.6,0,166,0.647,0,14.69,0.13,0,0.183,0.158,0.421,0
02027,"OREGANO,GROUND",305.93,11.003,10.25,64.43,42.8,1576.25,0.943,44,270,1668.75,4.433,6903,0,0.341,0.32,1.21,0,274,6.22,0,50,1.69,0,2.66,0.67,1.05,0
02028,PAPRIKA,288.98,14.758,12.953,55.735,20.9,176.905,0.607,23.591,184.577,2344.444,4.062,60604,0,0.645,1.743,2.06,0,106,15.32,1.78,71.12,0.69,0,2.1,1.23,7.42,0
02029,"PARSLEY,DRIED",276.216,22.422,4.431,51.658,30.4,1467.634,0.64,97.859,248.937,3804.692,4.754,23340,0,0.172,1.23,1.002,0,180,7.929,0,122.043,1.79,0,0.115,3.247,0.458,0
02030,"PEPPER,BLACK",255,10.948,3.26,64.809,26.5,436.637,1.127,28.862,193.554,1259,1.422,190,0,0.109,0.24,0.34,0,10,1.142,0,21,1.03,0,0.98,1.01,0.97,0
02031,"PEPPER,RED OR CAYENNE",318,12.006,17.27,56.63,27.2,148.37,0.373,7.8,152,2014,2.48,41610,0,0.328,0.919,2.06,0,106,8.701,0,76.444,4.8,0,3.26,2.75,7.71,0
02032,"PEPPER,WHITE",296,10.4,2.12,68.611,26.2,265.333,0.91,14.312,90,72.544,1.13,0,0,0.022,0.126,0.34,0,10,0.212,0,21,2.5,0,0.626,0.789,0,0
02033,"POPPY SEED",533.193,18.041,44.704,23.69,10,1448.444,1.633,9.394,331.425,699.58,10.233,0,0,0.849,0.173,0.444,0,58,0.976,0,3,2.72,0,4.87,6.34,30.49,0
02034,"POULTRY SEASONING",307,9.59,7.53,65.59,11.3,996,0.843,35.3,224,684,3.14,2632,0,0.264,0.191,0.81,0,138,2.97,0,11.96,1.32,0,3.29,1.206,0.992,0
02035,"PUMPKIN PIE SPICE",342,5.76,12.6,69.28,14.8,682,0.484,19.71,136,663,2.37,261,0,0.131,0.137,0.52,0,51,2.243,0,23.384,0.83,0,6.53,1.102,0.715,0
02036,"ROSEMARY,DRIED",331.495,4.883,15.22,64.063,42.6,1280,0.55,29.25,220,955.2,3.233,3128,0,0.514,0.428,0.945,0,307,1,0,61.22,2.03,0,7.371,3.014,1.16,0
02037,SAFFRON,310.246,11.432,5.85,65.37,3.9,110.9,0.328,11.1,264,1724,1.09,530,0,0.115,0.267,1.3,0,93,1.46,0,80.8,1.69,0,1.586,0.429,0.754,0
02038,"SAGE,GROUND",314.781,10.625,12.745,60.727,40.3,1652,0.757,28.117,428,1070,4.7,5900,0,0.754,0.336,1.21,0,274,5.72,0,32.385,1.69,0,7.03,1.87,0.53,0
02039,"SAVORY,GROUND",272.052,6.73,5.907,68.73,45.7,2131.6,0.847,37.875,376.667,1051,4.3,5130,0,0.366,0,0,0,0,4.08,0,50,0,0,3.26,0,0,0
02041,"TARRAGON,GROUND",295.461,22.765,7.24,50.224,7.4,1139.25,0.677,32.3,346.667,3019.5,3.9,4200,0,0.251,1.339,1.21,0,274,8.95,0,50,1.69,0,1.881,0.474,0.742,0
02042,"THYME,GROUND",276.18,9.105,7.425,63.939,37,1889.5,0.86,123.6,220.375,814.259,6.18,3800,0,0.513,0.399,1.21,0,274,4.94,0,50,1.69,0,2.73,0.47,0.5,0
02043,"TURMERIC,GROUND",354,7.828,9.88,64.93,21.1,182.5,0.603,41.42,193,2525,4.35,0,0,0.152,0.233,1.8,0,39,5.14,0,25.855,0.07,0,3.12,1.66,1.694,0
02044,"BASIL,FRESH",27,2.54,0.61,4.34,3.9,154,0.29,3.17,81,462,0.85,3864,0,0.026,0.073,0.129,0,64,0.925,0.238,18,0.26,0,0.041,0.088,0.073,0
02045,"DILL WEED,FRESH",43,3.46,1.12,7.02,2.1,208,0.146,6.59,55,738,0.91,7718,0,0.058,0.296,0.185,0,150,1.57,0.397,85,0,0,0.06,0.802,0.082,0
02046,"MUSTARD,PREPARED,YELLOW",66,3.95,3.11,7.78,3.2,80,0.14,1.85,38,151,0.6,132,0,0.051,0.025,0.071,0,8,0.46,0.348,2.9,1.75,0,0.158,2.144,0.28,0
02047,"SALT,TABLE",0,0,0,0,0,24,0.03,0.33,1,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02048,"VINEGAR,CIDER",14,0,0,5.9,0,6,0.04,0.6,22,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02049,"THYME,FRESH",101,5.56,1.68,24.45,14,405,0.555,17.45,160,609,1.81,4752,0,0.048,0.471,0.348,0,45,1.824,0.409,160.1,0,0,0.467,0.081,0.085,0
02050,"VANILLA EXTRACT",288,0.06,0.06,12.65,0,11,0.072,0.12,12,148,0.11,0,0,0.011,0.095,0.026,0,0,0.425,0.035,0,0,0,0.01,0.01,0,0
02051,"VANILLA EXTRACT,IMITN,ALCOHOL",237,0.05,0,2.41,0,0,0.023,0.13,5,98,0.06,0,0,0.008,0.071,0.019,0,0,0.318,0.026,0,0,0,0,0,0,0
02052,"VANILLA EXTRACT,IMITN,NO ALCOHOL",56,0.03,0,14.4,0,3,0.003,0.05,1,0,0.01,0,0,0.003,0.029,0.008,0,0,0.129,0.011,0,0,0,0,0,0,0
02054,"CAPERS,CANNED",23,2.36,0.86,4.89,3.2,40,0.374,1.67,33,40,0.32,139,0,0.018,0.139,0.023,0,23,0.652,0.027,4.3,0.88,0,0.233,0.063,0.111,0
02055,"HORSERADISH,PREPARED",48,1.18,0.69,11.29,3.3,56,0.058,0.42,27,246,0.83,2,0,0.008,0.024,0.073,0,57,0.386,0.093,24.9,0.01,0,0.09,0.13,0.285,0
02063,"ROSEMARY,FRESH",131,3.31,5.86,20.7,14.1,317,0.301,6.65,91,668,0.93,2924,0,0.036,0.152,0.336,0,109,0.912,0.804,21.8,0.777,0,2.838,1.16,0.447,0
02064,"PEPPERMINT,FRESH",70,3.75,0.94,14.89,8,243,0.329,5.08,80,569,1.11,4248,0,0.082,0.266,0.129,0,114,1.706,0.338,31.8,0.34,0,0.246,0.033,0.069,0
02065,"SPEARMINT,FRESH",44,3.29,0.73,8.41,6.8,199,0.24,11.87,63,458,1.09,4054,0,0.078,0.175,0.158,0,105,0.948,0.25,13.3,0.34,0,0.191,0.025,0.054,0
02066,"SPEARMINT,DRIED",285,19.93,6.03,52.04,29.8,1488,1.542,87.47,602,1924,2.41,10579,0,0.288,1.421,2.579,0,530,6.561,1.399,0,2.087,0,1.577,0.21,0.446,0
03002,"BABYFOOD,MEAT,BF,STR",107,13.6,5.4,0,0,7,0.043,1.47,17,220,2.455,68,0,0.01,0.142,0.14,1.42,5.5,2.849,0.34,2.1,0.4,0,2.58,2.2,0.09,0
03003,"BABYFOOD,MEAT,BEEF,JUNIOR",106,14.5,4.9,0,0,8,0.092,1.65,9,190,2,59,0,0.01,0.159,0.12,1.47,5.7,3.283,0.353,1.9,0.4,0,2.59,1.85,0.11,0
